statefip,manual,limbs,strength,body,language,oral,written,cognitive,perception,visual,hearing,vocal,year,name,total,imputed_mex,imputed_otherlat,imputed_total_lat,border_distance,border_dummy,foreign_empl,native_empl,foreign_howo,native_howo,manual_f,manual_n,limbs_f,limbs_n,strength_f,strength_n,body_f,body_n,language_f,language_n,oral_f,oral_n,written_f,written_n,cognitive_f,cognitive_n,perception_f,perception_n,visual_f,visual_n,hearing_f,hearing_n,vocal_f,vocal_n
31,0.7556875348091125,0.7411484122276306,0.7817502021789551,0.7594569325447083,0.25167375802993774,0.24951396882534027,0.253833532333374,0.38185709714889526,0.537997841835022,0.6628398299217224,0.6238307356834412,0.2366923689842224,1980,Nebraska,528400,2294.265548276895,902.6397537667409,3196.905302043636,1341.049846217053,0,6640,430100,11259040,814751600,7237336.905078888,522460052.84128,7184056.929141998,512027955.53887177,7366798.801246643,539447030.6854572,7208709.4049835205,527306576.0398941,3851498.4799804688,302580237.1854391,3854328.495914459,303104588.0383816,3848668.4687843323,302055887.5326185,4249662.433639526,347298675.12807274,5447535.748729706,421890250.7599106,6555548.776721954,480675835.7036934,6014166.332328796,446382483.9486046,4000509.1549301147,298495500.26469445
32,0.7098061442375183,0.6920248866081238,0.727872371673584,0.7316765785217285,0.2994817793369293,0.3235344886779785,0.27542904019355774,0.39721760153770447,0.5418685078620911,0.6557837724685669,0.6389199495315552,0.320548951625824,1980,Nevada,354300,1598.17013107965,0,1598.17013107965,531.4693973166162,0,21640,235880,37383080,406579040,22238973.788497925,239534212.49744034,21049338.40953064,233036530.46517754,23258724.65663147,244547316.242424,23938372.71420288,249512031.34529495,13094489.389365196,171045902.23920012,14972402.42742157,182229965.81264615,11216576.393190384,159861838.90354443,13460803.304672241,176539699.43128395,16955548.62522888,209230482.53684616,19649324.937789917,233537101.949131,19033187.142364502,225113590.08382034,15345093.821203232,184923310.1566105
33,0.7451279759407043,0.7500388622283936,0.7439863085746765,0.7342778444290161,0.2733483612537384,0.259255588054657,0.2874411344528198,0.39097633957862854,0.5532524585723877,0.6804196834564209,0.6537935137748718,0.25729161500930786,1980,New Hampshire,295200,0,365.8020166841316,365.8020166841316,3011.6793253591754,0,11080,247480,20032600,440635740,12879912.328834534,278140207.77044487,12993218.258712769,281238711.83140564,12760944.749320984,275118128.85709,12745356.986175537,274171543.4628601,7062861.3893013,171907895.8061247,6927925.311752319,167043090.52102423,7197797.515499115,176772702.0769062,7981081.116012573,189725710.2854309,10114702.009925842,233778132.23398972,11909330.242240906,266781785.76023102,11006724.502807617,253319873.34077454,7023646.862609863,169769214.29866457
34,0.7112733125686646,0.710536777973175,0.7141647934913635,0.709500253200531,0.32217633724212646,0.3124381899833679,0.3319144546985626,0.4124155342578888,0.5601223707199097,0.6713151335716248,0.6481252312660217,0.3112596571445465,1980,New Jersey,2890500,835.3438325498048,52359.15490866778,53194.49874121758,2675.7139239954454,0,234120,1779140,411200060,3023876340,266761214.1649933,1803491940.781227,271965095.78590393,1804226077.6554222,261614477.38829803,1798219868.3653164,260184928.54782867,1808246674.7146416,141214997.58563995,1320084021.104739,135268304.80316734,1300967512.0397117,147161690.89469528,1339200535.9005246,163609471.13985825,1351377984.6046047,210775126.74388123,1612481677.5563488,248090133.90110397,1795196030.750597,234795193.74342728,1714765412.0264368,140722251.1113453,1324001296.5905821
35,0.7239740490913391,0.7154200673103333,0.734214723110199,0.7325580716133118,0.3113640248775482,0.3143497705459595,0.30837827920913696,0.4194756746292114,0.5615216493606567,0.6755023002624512,0.656048059463501,0.31124237179756165,1980,New Mexico,402500,11776.502861097817,589.9487121214916,12366.451573219309,351.74495646200216,1,16100,307080,27467340,529641220,18934774.88256836,328770075.54343414,18736352.879440308,325145248.4768715,19182889.810073853,331250083.34862137,19120686.458633423,334732129.630579,8518423.578315735,216966216.21167636,8490962.32711792,219825477.94377732,8545884.845687866,214106954.99884105,10360022.445854187,234510752.47841883,13844016.05960083,282229252.5536213,17150673.168670654,319837797.1459122,16394139.954345703,307891267.75619316,8788107.9745121,223333278.88411713
36,0.7085041403770447,0.7067072987556458,0.712235689163208,0.7083317041397095,0.31945139169692993,0.3136715292930603,0.32523125410079956,0.40563204884529114,0.5541535019874573,0.6639339923858643,0.6409540772438049,0.3111828863620758,1980,New York,6548400,9466.01093667607,409374.51758037077,418840.5285170468,2700.9884204973487,0,687820,3637580,1184710080,6152022660,736645482.0730629,3655234421.883229,738477822.5672855,3650490116.8816843,730668273.203331,3649280109.136851,739536125.7109241,3674538047.2063785,439187560.5979738,2666636623.824602,445900731.2445183,2651549362.96063,432474390.4422579,2681723892.826707,473790680.969038,2708755455.5246916,594266072.4956036,3245956205.1853004,685941593.9463959,3610436236.058382,651250894.1803093,3449092599.4800477,463658824.7512226,2689836642.221125
37,0.7505186796188354,0.7555820941925049,0.7473082542419434,0.7418730854988098,0.2724356949329376,0.2559763491153717,0.28889504075050354,0.3944346308708191,0.5539572834968567,0.678650438785553,0.655457615852356,0.24995851516723633,1980,North Carolina,2280300,184.243044040687,1886.8710649568861,2071.114108997573,2017.4537475969485,0,17540,1772660,28985960,3132308120,17530340.251953125,2045774561.1092005,17576283.97254944,2063465721.202138,17455274.34828186,2023388455.2678251,17509312.949874878,2029529293.3236494,11522119.2866745,1141277647.1764803,11666424.658946991,1100265566.2265925,11377813.950481415,1182289736.2453487,12384363.210372925,1294218731.6704874,14739767.301246643,1643779789.1495266,16517085.73022461,1902622073.0860958,15665344.33468628,1820209317.5308647,11917804.695465088,1112478487.86714
38,0.7603583931922913,0.738766610622406,0.7973427176475525,0.768107533454895,0.2514691948890686,0.25800731778144836,0.24493104219436646,0.3887200951576233,0.5369662642478943,0.6537263989448547,0.608406662940979,0.23703576624393463,1980,North Dakota,115300,0,480.90357633270435,480.90357633270435,1865.9091432657904,0,2400,164900,3962780,308526540,2616245.621383667,204937495.3139305,2516516.7293395996,198737350.23672676,2759038.484954834,214989806.6774826,2687076.780395508,207872471.96209717,1328850.4248657227,108306142.05037594,1383153.0861053467,110974763.5659566,1274547.774673462,105637521.10599995,1553949.2489089966,131115589.77068663,2005583.3788604736,160208349.7772112,2265736.26373291,182507148.8034191,2076144.9970245361,167650229.7816019,1393437.0344085693,106474650.35417199
39,0.7442275881767273,0.7449244856834412,0.7487717270851135,0.7368052005767822,0.2742656469345093,0.26356518268585205,0.2849661111831665,0.38192594051361084,0.5517656803131104,0.6759471297264099,0.6517982482910156,0.26161235570907593,1980,Ohio,3961700,4884.646421929136,6943.165178817185,11827.811600746321,2043.4194281173989,0,67980,3106300,121436820,5394457860,77799244.29973602,3421894568.7919397,78764702.91950226,3433861432.3609657,77062390.42774963,3418726130.1492767,76306663.4559021,3395937925.6374664,43283198.991996765,2084036511.6706667,42785126.37310696,2041957625.7282438,43781271.8861351,2126115413.8167775,49043017.813028336,2258401714.119364,62506274.429325104,2853698442.4306793,72101284.81625366,3255742800.309168,68574406.20444489,3109637220.8420606,44081548.38673353,2075834010.758487
40,0.7385250329971313,0.7346702218055725,0.746059000492096,0.7387446165084839,0.29206976294517517,0.2882745563983917,0.2958649694919586,0.4034999907016754,0.5589246153831482,0.677196741104126,0.6576017141342163,0.28530943393707275,1980,Oklahoma,1065600,858.7122090253993,2643.8507739071274,3502.5629829325267,789.7243504666739,0,13360,789880,21800740,1396002380,13835577.545074463,876859208.6414165,13807803.926506042,873135786.6401348,13881824.456634521,880845198.3529167,13847202.743408203,881185268.1762848,7864113.338385582,563385609.8970137,7999400.48874855,562892773.8238721,7728826.217960358,563878449.3236489,8753178.333852768,612148602.6439905,10838464.406246185,746252044.6855545,12635383.070602417,841871660.0036812,12129240.35213852,809892118.3599586,8408752.57115364,570717190.5535088
41,0.7398927211761475,0.7314280867576599,0.7530837655067444,0.7445656657218933,0.28009232878685,0.2785378694534302,0.28164681792259216,0.38836172223091125,0.5483763813972473,0.6767879724502563,0.6481584906578064,0.2751553952693939,1980,Oregon,972400,776.7790916516359,2653.9298634618885,3430.7089551135246,1447.883661881768,0,25560,662060,40055460,1089221240,25071880.729599,678829716.7762518,24902430.355773926,671855891.0786963,25347674.94643402,686883150.3353128,25150763.456871033,686197482.4320517,14902666.876415253,436366196.5784495,14974010.656751633,438170339.2714405,14831323.119373322,434562055.53867865,16113007.284988403,468731154.00518274,19656990.55482483,572950960.0555677,23191555.90107727,654544482.3043747,21659828.167217255,619974632.8893633,15323164.804815292,443407035.2103319
42,0.7460300326347351,0.7471962571144104,0.7481197118759155,0.7405025362968445,0.2701781392097473,0.26032397150993347,0.28003230690956116,0.37738481163978577,0.5499839186668396,0.6763364672660828,0.6512940526008606,0.259183794260025,1980,Pennsylvania,4366200,2595.7444639875816,12924.733387324444,15520.477851312025,2468.025539169083,0,83120,3352360,144438780,5826016220,92358919.52012634,3690667001.219262,93653337.06734848,3705660846.6526365,90803208.7143631,3673876000.3223486,91067512.20580673,3674171101.8921566,50752192.45888662,2245361878.3759055,50687039.97137356,2205608700.67937,50817345.02758789,2285115070.2144346,57179187.43892193,2427098668.478205,72909756.74355698,3072444425.3326063,84563458.57216644,3511487113.0237627,80518786.42004395,3347186412.161827,52489019.78687477,2244998969.771445
44,0.7362433075904846,0.7406267523765564,0.7354859709739685,0.7262313961982727,0.28788861632347107,0.2752746045589447,0.30050259828567505,0.3979596495628357,0.554220974445343,0.675098717212677,0.654833972454071,0.2720600962638855,1980,Rhode Island,267300,0,2483.9430314212796,2483.9430314212796,2959.505337956865,0,29160,245360,51670100,415793380,36093647.25973511,258482656.05026436,37420246.28189087,260832136.18819618,34947214.49978638,256162028.86460495,34210190.4561615,255509737.4313221,14576894.704299927,167569454.32931757,12637296.018760681,164064792.83655238,16516493.598327637,171074116.9164467,18684979.651626587,180730688.01622772,25950598.106170654,219652222.33133316,32241504.688209534,248288215.81643677,30089739.7056427,238371051.03220367,12882138.203330994,166298972.1805718
45,0.7410920262336731,0.7463196516036987,0.7362574338912964,0.7340660095214844,0.29025641083717346,0.2737092077732086,0.3068035840988159,0.40867531299591064,0.5580036044120789,0.6748382449150085,0.6550861597061157,0.26450997591018677,1980,South Carolina,1167900,0,1313.9215251709259,1313.9215251709259,1828.558951646082,0,10920,883800,17982920,1560634780,10880160.162719727,1013851438.5701876,10987814.116638184,1022486050.9767475,10725618.792633057,1000644729.3147573,10804201.76878357,1008773291.7514963,7182397.836128235,583942074.8776095,7123582.655342102,562672275.4305673,7241213.034240723,605211877.4031634,7720016.993179321,657749245.1448135,9225011.840637207,823824696.5354109,10384254.987594604,946434212.6684742,9804088.9997406,910867558.688035,7283824.0846710205,564352078.0600185
46,0.7628831267356873,0.7426164746284485,0.8008418083190918,0.7661014795303345,0.23828281462192535,0.24090158939361572,0.2356640249490738,0.38036319613456726,0.5296152234077454,0.6481888890266418,0.5989225506782532,0.21853360533714294,1980,South Dakota,226200,0,237.53414223222626,237.53414223222626,1536.2719174698157,0,1780,181940,3242260,353260240,1993747.355041504,233280679.1191368,1932408.1627960205,226629278.46554184,2086518.7153396606,245132806.39513397,2031131.1396484375,235094024.74538803,1260736.7299346924,122280154.87367535,1351309.4091339111,124076367.44104958,1170164.0452804565,120483942.95434952,1349956.6175384521,148933728.72950983,1571069.1041641235,180990583.39582443,1771070.301864624,205976762.1456337,1681333.1555633545,187553145.28861618,1323375.8173980713,118341779.35949516
47,0.7425001263618469,0.745296835899353,0.7421585917472839,0.7359353303909302,0.27711668610572815,0.2675601840019226,0.2866731584072113,0.3912639915943146,0.5548548698425293,0.6816219091415405,0.652473509311676,0.26460000872612,1980,Tennessee,1637600,359.86850042065146,1836.580691082105,2196.4491915027565,1512.1074827158952,0,10080,1345360,16999480,2346525240,10229446.452186584,1502261065.052122,10231763.244316101,1511400574.022831,10196359.732757568,1490918617.2689,10265012.78970337,1493590342.699686,6729233.739425659,885717569.9323759,6857797.9220199585,870714796.9649298,6600669.508201599,900720347.810125,7143942.7107543945,980571007.8980508,8507164.434036255,1240668971.4597683,9596341.193962097,1431460330.9400053,9210902.983146667,1355832905.5757637,7055837.545871735,885021991.6491451
48,0.7198213934898376,0.7154447436332703,0.7265622019767761,0.7223370671272278,0.3181988298892975,0.314994752407074,0.3214028775691986,0.4186082184314728,0.5623528957366943,0.6719680428504944,0.6516339182853699,0.30998653173446655,1980,Texas,5425200,278659.9331037348,14443.053358594678,293102.98646232946,358.6578374406446,1,286760,3511680,484293720,6232744160,336237728.6544342,3858421410.462206,334576192.6663456,3839395285.302743,337906025.65587616,3869647228.3892546,338306194.6743736,3891954409.6318455,142726779.18593073,2578219551.9166713,143057035.05025482,2575895798.5942907,142396524.1093912,2580543316.9543557,172730179.5610819,2742271016.0782666,241941899.67259216,3325210388.6700153,298736600.10790825,3739879873.138153,283981087.3844032,3592378073.039652,148697438.15157628,2607025730.3254104
49,0.73028564453125,0.7251746654510498,0.7375087738037109,0.7340340614318848,0.29087501764297485,0.2856341302394867,0.2961159348487854,0.39770984649658203,0.5545756220817566,0.678584635257721,0.6527726054191589,0.28138697147369385,1980,Utah,513200,2536.1667837646974,994.4745172412289,3530.6413010059264,918.7466902748863,0,12940,307740,20538120,509004040,12691770.557907104,314377901.3665409,12655517.430103302,312839399.10082626,12681133.89464569,315048134.9408684,12795699.031028748,317386361.4005375,7386712.332333565,206395955.54086637,7345688.527353287,205346959.09638882,7427736.146996498,207444953.13111877,8211040.593873024,221475651.70574093,10148853.17329979,270236665.18323135,11874355.187934875,307393160.0489464,11184991.386388779,292466144.0230217,7595954.405015469,207670960.53209686
50,0.7536536455154419,0.7480655312538147,0.7658199071884155,0.7524160146713257,0.26954710483551025,0.260536253452301,0.27855798602104187,0.39245519042015076,0.5520678758621216,0.6824547648429871,0.6539718508720398,0.25321221351623535,1980,Vermont,189400,0,336.02218737362017,336.02218737362017,2951.9030408862322,0,5660,132660,10294120,237092920,6476676.841300964,153302425.30316544,6459143.416809082,152525780.2406559,6525915.053878784,154804204.36273003,6458962.375061035,153366812.91245842,3856318.2078094482,90431982.87548447,3851923.518310547,88863336.30907536,3860712.974281311,92000630.047081,4341496.118759155,102557564.85887337,5294565.232223511,126328375.86575699,6010106.921417236,145473459.2130127,5607516.9496154785,138096536.98117065,3954336.4256591797,88960133.93057823
51,0.7231736779212952,0.7209314703941345,0.727127194404602,0.7238372564315796,0.30871981382369995,0.30234426259994507,0.31509536504745483,0.41284456849098206,0.559481680393219,0.6761445999145508,0.651512861251831,0.2973906695842743,1980,Virginia,2018800,189.15314084971357,7800.717121904847,7989.870262754561,2280.7086203871627,0,40240,1393280,66710960,2441566580,38118625.301792145,1525478713.5552711,37624154.340423584,1521925173.6082268,38472251.46341705,1524934381.0196247,38912769.1828537,1535042968.9852314,29181724.916256905,982687375.173974,30300793.189912796,974685173.039807,28062656.60470915,990689580.5974827,29814112.131671906,1058443315.6643324,33765905.00607681,1297443094.3907127,37024285.339263916,1478265897.1672935,35000578.0221405,1410256817.2205734,31111017.640621185,986228132.5127963
53,0.7348166704177856,0.72786945104599,0.7446764707565308,0.739859938621521,0.28801196813583374,0.2858888506889343,0.29013508558273315,0.3983406722545624,0.5525149703025818,0.6762443780899048,0.6509190201759338,0.2816561162471771,1980,Washington,1574300,8302.052333492331,3284.1707885604596,11586.22312205279,1701.8701729105774,0,59460,985620,93648080,1600636300,60075878.1376915,988571478.2023735,59608545.5807457,980644751.0474606,60561158.84897232,995073876.8169127,60637608.67361832,1000260289.4928665,33242401.998785496,654619894.4331183,33521013.08978653,656240290.0290587,32963790.76499653,652999501.8886106,37452985.532102585,704766625.8131933,46418849.41531372,848305421.4021778,54852334.59950256,960299062.9289455,52195367.002464294,914595171.1133442,34150316.70727682,663038770.1398647
54,0.7545073628425598,0.7508584260940552,0.7600846886634827,0.756658136844635,0.26603060960769653,0.26545438170433044,0.26660680770874023,0.376700758934021,0.5536370873451233,0.6892673969268799,0.6737719178199768,0.2666538655757904,1980,West Virginia,510200,0,574.5126656807269,574.5126656807269,2098.5067501203916,0,3980,525620,6822280,898949580,4306370.928253174,589847170.2654457,4296171.55166626,588439931.4792595,4309958.538635254,590034155.1700935,4327384.7713012695,593131531.4380035,2647396.989341736,331596736.82945967,2732459.6924438477,332890431.2900343,2562334.2453460693,330303044.48579407,2997250.7027893066,371850274.15411854,3660935.3711242676,482221313.13921547,4131089.6600646973,563109198.1728973,3984394.6733398438,547215033.8386917,2802313.1325531006,340202098.7850342
55,0.7613407969474792,0.7571307420730591,0.7757622599601746,0.7538391947746277,0.24535582959651947,0.2359311431646347,0.25478050112724304,0.37030404806137085,0.5401062965393066,0.6721077561378479,0.636750340461731,0.22709514200687408,1980,Wisconsin,1751500,1602.0687854304201,3404.697837545486,5006.766622975906,1910.71663610303,0,28100,1388340,49041020,2501690120,32546479.63589096,1620016524.14151,32814976.262973785,1613782731.2608337,32519037.093574524,1642770879.227848,31909540.502986908,1607158062.6295567,15649469.775432587,907951229.1111522,15330097.11507225,891913861.6307946,15968842.494571686,923988604.11625,18615288.684131622,1029494419.0347548,24764479.126499176,1297046882.5503044,29127628.805877686,1496780459.9539032,27460151.654548645,1400272856.4785376,15619447.793491364,889693393.8169308
56,0.750512957572937,0.7403542995452881,0.764626681804657,0.7582675814628601,0.27531394362449646,0.2774132490158081,0.2732146382331848,0.39669448137283325,0.5598320364952087,0.6863771080970764,0.6696664094924927,0.27037373185157776,1980,Wyoming,153700,366.0143266234857,0,366.0143266234857,1243.1222671201765,0,2720,133500,4841920,246236720,3242991.0251464844,159664479.02740097,3166091.4773101807,157697148.96404648,3327778.6834106445,161761014.11120224,3329255.2982177734,161962133.5406952,1544463.8929595947,94026783.91986275,1588583.7995529175,94938967.00840569,1500343.9890918732,93114601.51261139,1856813.6573123932,107122717.58509254,2484655.1820755005,133375111.28658295,2942517.185272217,153123341.93528366,2881143.3719787598,148265371.6264,1547651.9192276,94931175.03169823
1,0.7637414932250977,0.7649507522583008,0.7613213658332825,0.7637436985969543,0.2506832182407379,0.24043625593185425,0.2609301805496216,0.3685017228126526,0.551114022731781,0.6890771985054016,0.6651031970977783,0.24065636098384857,1990,Alabama,1519152,389.7742937163883,4127.505219999884,4517.279513716272,1314.8255530543,0,7945,932253,12981716,1630093929,8021745.239715576,1069658787.0042477,8042069.002990723,1072084943.2162633,7953569.977874756,1061725507.4513245,8056154.6404418945,1073509976.6828823,4928095.6539878845,594103218.1683898,5100309.310684204,587128697.3088249,4755882.036651611,601077746.2087095,5447148.231140137,677047707.230569,6588405.2684021,868477281.8879681,7423193.940032959,1007966481.9501362,6982796.069793701,967753493.3117595,5380657.014274597,605449504.9783287
2,0.730241060256958,0.7161427140235901,0.7435234785079956,0.7488839030265808,0.2835286557674408,0.2878009080886841,0.2792563736438751,0.38491129875183105,0.5450408458709717,0.6767892241477966,0.6520568132400513,0.28740832209587097,1990,Alaska,219640,0,937.3667417697927,937.3667417697927,3931.1746148093944,0,6784,107193,12353286,167091338,7723059.737091064,102980382.7356844,7483407.498809814,100797590.79278135,7942981.858215332,104629423.63926697,8047287.450408936,106376060.07232904,4494743.034816742,68224879.35068238,4928364.197048187,69976667.03909898,4061121.874824524,66473092.02234334,5082207.047317505,73919252.02693701,6103197.706100464,88673441.77381086,6850836.089065552,101302204.00184584,6552801.685592651,96995441.71515226,5114208.607421875,71580380.25463152
4,0.7335589528083801,0.72255939245224,0.7442219257354736,0.7477291226387024,0.2857975661754608,0.2881444990634918,0.2834506034851074,0.38487377762794495,0.5461076498031616,0.673944890499115,0.6484242081642151,0.28817078471183777,1990,Arizona,1440270,75894.09397575045,1738.8475108631908,77632.94148661365,214.17242358781164,1,86758,583951,147971355,997829081,102143007.74894905,609825594.4625149,100224757.23974419,599495832.7885199,103934517.23795795,617226607.0966244,104699245.51828194,626398720.9535332,40941803.678235054,414870780.2609279,42311929.991660595,424481679.13348675,39571677.54637289,405259884.2446182,49785284.73904276,439633904.5363407,69592714.41770172,525266134.5708132,88106897.7861042,593104702.6456442,83139808.68723488,566225486.5045757,43914765.80809748,436374701.5604515
5,0.7691035866737366,0.7644084692001343,0.7773182988166809,0.7705729007720947,0.2467660903930664,0.2376762479543686,0.2558559477329254,0.3634376525878906,0.5476718544960022,0.6910253763198853,0.6626762747764587,0.23395472764968872,1990,Arkansas,780858,0,1042.834454079685,1042.834454079685,992.6354977408135,0,6874,580957,12465927,1025353145,8547472.997703552,673161448.8367939,8563703.771110535,668974029.2648659,8567802.55104065,678661200.7613697,8481484.051849365,676755300.5875092,3963639.694087982,377439957.9972323,4011332.8217306137,374299286.3505776,3915946.6356477737,380580634.31982994,4796404.291296959,427631331.93643904,6296174.416931152,544756315.8560619,7513899.631141663,634633892.8989096,7209493.123649597,604432780.4970865,4205136.639395714,381458475.6892816
6,0.7210504412651062,0.7130035161972046,0.7290943264961243,0.7311129570007324,0.303477942943573,0.2986557185649872,0.3083001375198364,0.3990924656391144,0.5540286898612976,0.6755767464637756,0.648807942867279,0.299197256565094,1990,California,12270947,723542.1186836744,214338.41030359684,937880.5289872712,396.2904787883216,1,2026600,3559415,3434992195,6002450257,2353903867.055319,3590888362.4986606,2343718950.06374,3546931846.79008,2360512729.1355915,3618779145.879718,2371105031.8783684,3665916119.837496,1010091763.8354433,2605197954.259799,1014920857.7463621,2617689810.8065233,1005262680.7338223,2592706120.60517,1231848927.061397,2731316575.9332547,1686709959.335824,3208381453.342692,2079542362.4393568,3578452614.96626,1966654559.2541695,3411152656.759547,1056764381.4056276,2692475552.0609484
8,0.7349132299423218,0.7237011194229126,0.7475103735923767,0.7471969723701477,0.27879640460014343,0.2778635323047638,0.27972930669784546,0.38045215606689453,0.5437185168266296,0.6720386743545532,0.6431379318237305,0.27599701285362244,1990,Colorado,1470375,17030.382897099946,4326.807386549169,21357.190283649114,899.454272594243,0,38928,568953,65971212,998119380,43961463.978832245,606997609.2036638,43345954.2567749,596686799.0839915,44673077.55432892,616157161.0213051,44610720.42766571,621325186.7693853,20082047.124304295,414473962.02518106,20688466.831402063,420351444.69442296,19475627.585746765,408596483.0393126,23268459.055210114,440643969.08383274,31108978.595794678,524670898.41354275,38145555.75432968,590392328.6794682,35473628.841228485,560067200.2806063,21303827.593310893,429996034.4638954
9,0.7325107455253601,0.7295398116111755,0.736897349357605,0.7344548106193542,0.2940738797187805,0.28329551219940186,0.3048522472381592,0.39744535088539124,0.5569246411323547,0.6795758605003357,0.6544784307479858,0.2836197316646576,1990,Connecticut,1516228,0,33456.914125496536,33456.914125496536,2838.1796239047835,0,82327,621544,151506743,1088826859,99409464.11201477,664405383.9328957,99818351.37990189,662078950.8745747,99326069.49985504,665583368.37784,98491487.07649612,668748975.7131538,52627669.59227657,463453716.824538,52028838.66094637,458760048.20853996,53226501.18360281,468147389.53059816,60867071.39133263,496502944.0275073,77241725.71534729,587246336.3751812,91398190.6317749,655045221.3949661,87064773.2232914,626448920.9337997,53876567.38639116,471496736.9300275
10,0.7372948527336121,0.7295929193496704,0.7464275360107422,0.7451338768005371,0.286914199590683,0.280184805393219,0.2936435639858246,0.3871881663799286,0.5504635572433472,0.6795682907104492,0.6473394632339478,0.27664029598236084,1990,Delaware,98496,0,1317.9419499333753,1317.9419499333753,2544.299555736632,0,4793,156518,8540102,278696564,5302989.791343689,172614059.34114838,5200535.780723572,170642527.07172203,5426467.263366699,174298346.49884796,5404777.890563965,175437529.06511497,3284677.8842773438,114871684.73187888,3293737.9674835205,114860167.96321213,3275617.8245925903,114883202.82115614,3647401.3971328735,122699052.97985196,4201634.514694214,148099613.0087738,4854989.547363281,167983414.59062004,4366030.722969055,158778312.35474968,3480700.5977859497,117115096.76938605
11,0.6821725368499756,0.6691226959228516,0.6947351098060608,0.699093759059906,0.3454578220844269,0.34340184926986694,0.3475137948989868,0.41034024953842163,0.5529849529266357,0.6522177457809448,0.6220728754997253,0.3374861180782318,1990,District of Columbia,267060,1946.7966979285982,25128.7899775799,27075.5866755085,2409.2149905793203,0,15642,100119,26703855,168215669,17424510.28288269,98172618.0680542,16473271.77722168,95592088.47884369,18338364.085342407,100229017.38679504,18660288.986953735,102053442.97268677,8964139.1337471,73261458.05303764,9986531.620515823,74090221.97015667,7941746.761631012,72432694.01960754,9851316.688625336,71386798.91228294,12924395.550868988,87218919.38604355,15105135.901275635,96783958.27061081,14589904.859298706,92060822.34567642,10393146.620052338,75653929.4999342
12,0.7295206785202026,0.7166498899459839,0.742464542388916,0.7455177903175354,0.29572203755378723,0.299861878156662,0.2915821671485901,0.39152973890304565,0.5476497411727905,0.6728706359863281,0.6456349492073059,0.2982378900051117,1990,Florida,5176368,3085.714617061501,219104.38055600575,222190.09517306724,1575.5499708171938,0,471031,2319881,830176276,4078434843,533161364.8256874,2487585284.69308,523537014.7649193,2437521771.3223515,540660525.0072212,2527914907.7584257,547848278.0640984,2562331998.518979,301527659.82842755,1724307626.0398755,313166634.89258814,1768932355.2865694,289888686.81461287,1679682905.1803186,333414502.0688286,1817161541.4992712,421681060.9275551,2154467637.449069,494057802.14156723,2426021575.375271,467605159.4889984,2310704312.2734823,324173110.0082228,1811039251.250415
13,0.7470860481262207,0.7459394335746765,0.7473853826522827,0.7495784163475037,0.27604958415031433,0.2654198408126831,0.28667932748794556,0.3866347074508667,0.5561004877090454,0.6860556602478027,0.660170316696167,0.26352912187576294,1990,Georgia,2723336,412.3491607817522,3802.2999086650757,4214.6490694468275,1560.611675576283,0,43850,1569717,76687320,2794181219,50142529.711063385,1781340594.3423738,49840974.44112015,1778679440.2074785,50382329.701049805,1774971015.1661615,50596667.29868317,1795955431.539339,26967861.79345894,1090587396.4182339,27899474.78216362,1079418354.3815305,26036248.857107162,1101756447.15448,30897658.758743286,1205290893.33907,39036112.097652435,1495735968.4649706,45081644.20876694,1710450027.9585228,42752705.042980194,1636750431.2033486,29244754.45247507,1107556070.286705
15,0.7432675957679749,0.7264320254325867,0.7615498304367065,0.7625038623809814,0.28016397356987,0.2915455996990204,0.2687823474407196,0.37857234477996826,0.5479503273963928,0.6754036545753479,0.6523258090019226,0.28668293356895447,1990,Hawaii,494424,0,1341.0635069231994,1341.0635069231994,4177.213646295807,0,49860,167005,90560571,293422419,58449948.99549103,177326911.01098537,55784683.79991913,172660377.01687145,60829447.40619278,181305307.1395216,62138736.928619385,184020248.4588089,29275382.488651276,125117883.11733437,32848051.822532654,130430383.75209641,25702713.049533844,119805382.62998676,32212510.967308044,130551026.2807846,41989540.110839844,154829627.76828766,50191929.95133591,172585372.0263462,47732280.53886032,165023920.7660656,33574973.4732914,132117100.32325792
16,0.7633917927742004,0.7530733346939087,0.7779468297958374,0.770994246006012,0.253156453371048,0.24962608516216278,0.25668683648109436,0.3675834834575653,0.5434757471084595,0.6848130822181702,0.6569897532463074,0.23993870615959167,1990,Idaho,377100,1127.9629160246848,0,1127.9629160246848,1314.9204404281286,0,10560,194348,19284780,331168332,14211740.523666382,213513374.84770584,13912450.359157562,210421268.15089226,14625661.012496948,217264945.21866035,14442566.096019745,216554176.9975338,5073536.136869431,126792481.274863,4942262.771427155,127647956.63234484,5204809.52646637,125937007.33540028,6836291.399562836,141798441.2775253,9192341.066959381,175016951.7524891,12340293.284385681,202290817.30965042,11678935.699100494,192464391.5453167,4796169.088750839,127801110.84456977
